,word1,word2,similarity
2187,refuse,dislike,4.65
2188,soothe,rub,3.65
2189,punish,obey,0.33
2190,capture,get,4.98
2191,irritate,scratch,5.15
2192,sneak,look,3.65
2193,presume,suppose,8.3
2194,beat,blend,4.15
2195,tan,blush,1.16
2196,examine,study,8.3
2197,add,attach,7.3
2198,punch,strike,7.47
2199,deteriorate,dissolve,7.47
2200,change,convince,3.98
2201,reap,prosper,5.64
2202,spank,whip,4.83
2203,calculate,subtract,3.65
2204,look,inquire,5.13
2205,blame,forgive,1
2206,accept,deliver,1.66
2207,strive,survive,2.66
2208,spring,fling,4.32
2209,defend,kill,2.49
2210,fly,cruise,2.57
2211,let,forbid,0.5
2212,breathe,sneeze,2.32
2213,tend,fix,3.32
2214,stop,warn,3.47
2215,drive,veer,3.49
2216,disown,neglect,4.81
2217,explode,erode,2.82
2218,stop,hurt,0.5
2219,snatch,catch,3.32
2220,hope,need,1.99
2221,boil,freeze,0
2222,destroy,seek,0.17
2223,develop,begin,3.98
2224,disintegrate,burn,4.48
2225,walk,wiggle,1.16
2226,holler,roar,7.8
2227,teach,know,3.82
2228,catch,obtain,5.81
2229,smell,spoil,0.5
2230,squint,stare,4.15
2231,spell,define,3.49
2232,choose,want,2.99
2233,examine,observe,7.97
2234,object,disagree,7.85
2235,hate,deceive,2.49
2236,blame,ridicule,3.65
2237,die,slay,1.99
2238,deny,request,0.33
2239,remind,say,3.32
2240,operate,do,5.81
2241,fail,miss,7.3
2242,fold,wrap,4.68
2243,charge,accuse,6.31
2244,cough,sniff,3.32
2245,enrage,upset,8.13
2246,destroy,fix,0.5
2247,annoy,tease,5.98
2248,hate,reject,5.31
2249,cry,punish,1.16
2250,decrease,shrink,7.14
2251,accept,recommend,1
2252,flex,relax,0.66
2253,shift,drive,3.15
2254,disperse,sow,5.31
2255,chew,grind,6.31
2256,confuse,help,0.5
2257,fight,abuse,5.31
2258,give,decline,0.33
2259,leave,join,0.17
2260,scare,jump,2.66
2261,blame,push,1
2262,hang,fall,0.5
2263,persuade,argue,5.31
2264,hurt,kill,4.81
2265,capture,chase,2.16
2266,go,command,0.66
2267,scramble,change,1.81
2268,get,conquer,3.65
2269,purchase,acquire,8
2270,shove,kick,2.66
2271,roam,search,4.81
2272,evacuate,escape,7.3
2273,embarrass,ridicule,7.47
2274,keep,capture,5.81
2275,treat,pounce,1.81
2276,attach,join,7.47
2277,touch,push,4.15
2278,stop,freeze,6.31
2279,justify,judge,1.99
2280,lead,ask,1.16
2281,taste,swallow,4.48
2282,advance,achieve,5.48
2283,humiliate,ridicule,8.3
2284,ask,recall,2.99
2285,ridicule,hate,4.65
2286,remove,ban,5.48
2287,live,move,0.66
2288,analyze,define,4.15
2289,move,scramble,5.15
2290,confess,talk,4.07
2291,freeze,burn,1.33
2292,hope,rely,3.65
2293,refuse,give,0.5
2294,hang,condemn,4.15
2295,throw,move,3.15
2296,guess,choose,3.49
2297,recycle,waste,0.45
2298,spoil,toil,1.49
2299,advise,warn,6.14
2300,strike,miss,1.83
2301,travel,come,3.47
2302,fly,swim,0.33
2303,cook,stew,4.65
2304,beat,triumph,5.31
2305,scream,scold,4.65
2306,ride,run,4.15
2307,ridicule,bother,1.83
2308,insult,rip,3.15
2309,adjourn,judge,1.99
2310,lift,tow,2.16
2311,have,acquire,4.15
2312,rob,give,0.17
2313,determine,set,4.98
2314,pinch,prick,5.31
2315,grow,increase,8.63
2316,become,seem,1.83
2317,bother,ignore,0.83
2318,go,drive,5.31
2319,bother,frustrate,7.3
2320,aim,hit,2.99
2321,change,stay,0.5
2322,suck,sip,4.15
2323,weave,move,3.15
2324,refrain,repress,4.48
2325,shift,turn,4.32
2326,lay,incline,4.98
2327,describe,say,3.77
2328,try,think,3.49
2329,remain,retain,4.48
2330,wash,wear,0.66
2331,lie,pretend,6.14
2332,suggest,inquire,1.99
2333,sprinkle,dash,1.99
2334,rip,destroy,7.3
2335,direct,help,3.32
2336,speak,suggest,4.48
2337,inform,instruct,7.55
2338,teach,punish,1.66
2339,connect,touch,5.98
2340,go,disperse,5.64
2341,fix,set,4.48
2342,erode,spoil,2.32
2343,wiggle,jerk,3.98
2344,drip,fall,1.66
2345,ache,soothe,0.83
2346,detach,release,8.63
2347,spare,strike,1.33
2348,affect,hurt,2.82
2349,control,barter,1.16
2350,laugh,entertain,3.98
2351,smear,blend,3.65
2352,scream,cry,4.48
2353,result,happen,5.43
2354,snap,crunch,5.64
2355,disappear,shrink,3.15
2356,express,explain,5.81
2357,protect,keep,3.98
2358,pounce,surprise,4.53
2359,be,attend,3.65
2360,prosecute,blame,4.48
2361,acknowledge,respond,6.97
2362,drive,desire,1.83
2363,remove,loosen,3.32
2364,lift,hold,3.82
2365,set,lay,6.14
2366,blame,hurt,2.57
2367,control,capture,4.65
2368,raise,rise,7.3
2369,plead,convince,4.81
2370,beat,mix,5.64
2371,grab,squeeze,4.32
2372,erode,decompose,7.3
2373,beat,spank,7.3
2374,vacate,evacuate,7.3
2375,surprise,guess,1.49
2376,foil,cover,1.66
2377,look,read,4.48
2378,smell,decompose,2.99
2379,hurt,bump,2.49
2380,drip,melt,4.98
2381,leave,appear,0.66
2382,please,entertain,5.15
2383,enter,escape,1.16
2384,overpower,conquer,7.97
2385,overcome,go,3.65
2386,go,sneak,1.83
2387,doze,snore,5.31
2388,squeal,hurt,2.49
2389,persuade,sway,7.3
2390,shoot,yell,1.83
2391,swim,splash,5.48
2392,disappear,erode,5.48
2393,charge,go,3.32
2394,release,drain,4.15
2395,leave,help,0.83
2396,boil,bake,1.99
2397,whistle,call,4.15
2398,stain,bleach,2.57
2399,organize,set,5.64
2400,sing,play,2.32
2401,give,treat,6.47
2402,set,put,5.64
2403,engage,wed,4.32
2404,hold,bear,5.31
2405,deny,excuse,2.72
2406,pretend,suppose,4.48
2407,wear,strain,3.02
2408,protect,fight,3.49
2409,warn,inform,5.31
2410,acquire,find,6.81
2411,swear,lie,1.33
2412,release,loosen,4.65
2413,stay,please,1.83
2414,mimic,talk,1.99
2415,glare,glance,4.65
2416,neglect,reject,3.49
2417,discover,analyze,2.82
2418,portray,pretend,5.98
2419,hatch,escape,3.82
2420,repeat,understand,2.16
2421,vanish,perish,4.15
2422,help,ask,1
2423,dislike,admire,0
2424,persuade,suggest,5.58
2425,grow,live,3.47
2426,result,affect,6.31
2427,attract,disgust,0.5
2428,push,lean,3.98
2429,disperse,move,4.98
2430,allow,disprove,0.17
2431,grab,obtain,4.83
2432,follow,leave,1.49
2433,toil,tear,1.33
2434,advance,charge,5.98
2435,allow,grant,8.3
2436,find,scramble,0.33
2437,pray,communicate,1.99
2438,kill,mistreat,3.49
2439,leave,float,0.66
2440,acknowledge,notify,1.99
2441,pinch,tickle,2.16
2442,disintegrate,reduce,5.64
2443,conquer,gain,5.81
2444,offend,embarrass,4.48
2445,create,become,2.32
2446,command,control,8.3
2447,search,inquire,6.81
2448,rip,detach,5.64
2449,need,get,2.16
2450,collect,get,8.13
2451,lift,pick,6.47
2452,stop,spin,0
2453,hate,insult,4.48
2454,spray,sprinkle,4.15
2455,preview,observe,5.31
2456,fight,conquer,5.81
2457,pop,stretch,1.66
2458,catch,release,0.5
2459,bounce,move,3.82
2460,affect,touch,3.65
2461,stop,walk,0.17
2462,swim,flutter,0.83
2463,retain,forget,1.49
2464,please,like,2.82
2465,kill,conquer,3.82
2466,yell,warn,3.15
2467,hurt,deceive,4.32
2468,crush,demolish,8.13
2469,go,vanish,5.48
2470,destroy,slay,7.14
2471,claim,lie,1.33
2472,become,appear,2.82
2473,talk,testify,4.48
2474,stop,shun,2.66
2475,gather,bring,4.65
2476,go,sell,0.66
2477,ask,talk,5.31
2478,kill,demolish,5.15
2479,vacate,evict,5.64
2480,compose,design,6.14
2481,spray,shoot,2.49
2482,fix,update,4.81
2483,ignore,ask,1.33
2484,join,adjourn,1.16
2485,send,disperse,2.32
2486,testify,lie,0.5
2487,correct,change,5.64
2488,stop,accelerate,0.5
2489,frame,freeze,1.66
2490,crave,yearn,8.13
2491,hitch,tie,2.99
2492,stain,remove,0.17
2493,practice,learn,4.65
2494,like,imitate,1.33
2495,drain,remove,5.48
2496,ride,go,4.65
2497,forget,attend,0
2498,gather,take,5.48
2499,sing,whistle,3.15
2500,steer,move,4.98
2501,save,gain,2.99
2502,swing,push,3.98
2503,retreat,move,4.65
2504,shiver,freeze,5.15
2505,fix,demolish,0.33
2506,pretend,assume,2.82
2507,delay,hesitate,8.13
2508,take,lift,4.32
2509,dive,drown,2.16
2510,enter,return,2.49
2511,spill,stain,3.82
2512,get,reap,7.64
2513,direct,go,3.65
2514,accept,want,2.66
2515,soak,stain,1.83
2516,launch,set,1.83
2517,tend,give,3.15
2518,choke,tie,1.49
2519,learn,acquire,4.98
2520,pray,pounce,2.99
2521,achieve,conquer,5.31
2522,do,think,2.16
2523,taste,touch,1.83
2524,invent,produce,5.81
2525,seem,believe,1.33
2526,ask,respond,2.82
2527,buzz,hum,4.98
2528,put,transplant,4.32
2529,descend,retreat,2.16
2530,evacuate,go,6.14
2531,toss,tumble,2.82
2532,go,begin,4.32
2533,breathe,choke,1.33
2534,slap,kick,3.49
2535,overcome,strive,4.32
2536,upset,insult,5.28
2537,collect,obtain,6.97
2538,acknowledge,agree,5.31
2539,blame,admit,1
2540,visit,haunt,1.66
2541,adjourn,go,2.49
2542,smell,feel,2.16
2543,rip,tug,5.64
2544,veer,lean,3.98
2545,fall,lay,3.32
2546,perish,burn,2.32
2547,bite,scratch,1.99
2548,punch,stamp,4.32
2549,start,run,1.99
2550,lead,organize,4.81
2551,keep,return,0.66
2552,reach,obtain,7.14
2553,stop,turn,2.16
2554,look,yield,1.83
2555,steal,grab,5.73
2556,leave,meet,0.83
2557,destroy,save,0.3
2558,please,urge,2.16
2559,renounce,degrade,3.98
2560,subtract,multiply,0.83
2561,steal,return,0.17
2562,ignore,refuse,4.98
2563,wake,awake,5.64
2564,develop,invent,6.64
2565,use,reduce,2.16
2566,receive,achieve,1
2567,burst,implode,4.65
2568,separate,drift,5.64
2569,sit,dance,0.66
2570,disown,ignore,4.15
2571,delay,hurry,0.33
2572,pick,gather,6.64
2573,weave,make,4.98
2574,lift,evaluate,2.66
2575,move,slither,4.48
2576,awake,snore,0.66
2577,renounce,repress,2.66
2578,drift,fade,5.98
2579,bring,send,1.99
2580,meet,join,5.31
2581,upset,discourage,3.98
2582,worry,despair,6.64
2583,gather,leave,0.83
2584,finish,perish,1.66
2585,need,strive,2.66
2586,forgive,plead,1.66
2587,drench,pour,4.81
2588,perish,prosper,1.16
2589,swim,run,1.83
2590,reap,make,2.66
2591,do,become,2.99
2592,punish,renounce,1.33
2593,lose,earn,0.17
2594,boil,burn,2.99
2595,observe,analyze,5.98
2596,beg,implode,2.32
2597,beat,overpower,6.64
2598,introduce,acknowledge,3.47
2599,offend,disturb,4.48
2600,destroy,invent,1.33
2601,grind,rub,4.65
2602,hurt,humiliate,5.15
2603,leave,skip,3.32
2604,leave,ignore,4.48
2605,hold,pull,2.32
2606,command,instruct,7.97
2607,yell,talk,2.32
2608,flutter,kick,1
2609,rinse,flush,5.89
2610,smother,overwhelm,6.14
2611,tow,haul,8.63
2612,have,receive,2.99
2613,tie,weave,3.49
2614,see,travel,4.65
2615,hamper,hold,3.15
2616,inhale,smell,6.97
2617,explain,spell,3.15
2618,know,update,2.82
2619,leave,disregard,5.64
2620,inspect,observe,6.47
2621,make,allow,1.83
2622,deliver,stand,0
2623,hug,pat,3.15
2624,plow,hit,3.65
2625,examine,analyze,7.14
2626,reach,hold,3.15
2627,stop,help,1.21
2628,sing,chirp,5.31
2629,believe,feel,2.99
2630,notify,address,7.3
2631,protect,kill,1.49
2632,charge,evict,4.65
2633,forgive,understand,3.15
2634,help,depend,2.32
2635,separate,attach,1
2636,throw,use,1.66
2637,calculate,solve,6.31
2638,stay,fade,0.5
2639,renounce,say,2.49
2640,grasp,take,5.31
2641,swing,fall,0.83
2642,triumph,conquer,7.97
2643,notify,announce,8.47
2644,count,evaluate,4.65
2645,take,reap,6.97
2646,forget,overcome,2.16
2647,amuse,amaze,1.99
2648,fail,decline,3.65
2649,know,suggest,1.83
2650,move,remove,3.49
2651,retain,obtain,4.15
2652,show,look,1.33
2653,speak,scream,2.82
2654,refuse,forbid,4.48
2655,seem,pretend,4.65
2656,feel,express,6.31
2657,operate,perform,6.97
2658,degrade,hate,5.48
2659,criticize,remark,3.15
2660,tire,overwhelm,5.64
2661,visit,talk,2.32
2662,burn,smother,0.66
2663,destroy,deteriorate,5.81
2664,beat,punish,6.47
2665,drift,flow,6.81
2666,attempt,go,1.83
2667,kill,look,0
2668,go,ascend,4.48
2669,recruit,take,2.66
2670,veer,avoid,8.13
2671,mimic,look,1.99
2672,squeal,lie,1
2673,crash,fall,3.49
2674,tow,take,2.82
2675,elect,reject,0.5
2676,tell,remark,6.31
2677,punch,calculate,1
2678,win,struggle,0.66
2679,blame,excuse,1.36
2680,deal,sell,4.48
2681,understand,solve,5.15
2682,allow,refuse,1.16
2683,control,stop,3.49
2684,acquire,steal,5.31
2685,respond,say,7.97
2686,disturb,wake,4.98
2687,grab,tackle,5.81
2688,haunt,remain,3.82
2689,prove,solve,5.48
2690,achieve,earn,6.14
2691,retain,get,3.15
2692,touch,pinch,3.17
2693,bend,shake,1.49
2694,hypnotize,remember,0.66
2695,dismay,surprise,1.33
2696,guess,suspect,7.64
2697,flush,drain,5.81
2698,stain,wash,0.17
2699,supply,deny,0.5
2700,join,marry,4.48
2701,fight,toil,2.99
2702,save,earn,2.66
2703,demand,take,5.64
2704,drink,suck,5.48
2705,wander,lose,1.83
2706,implode,crush,4.48
2707,renounce,dislike,6.31
2708,launch,send,5.31
2709,spin,dance,1.66
2710,tear,split,8.47
2711,create,draw,4.48
2712,tend,leave,0.66
2713,assume,believe,2.99
2714,bump,crash,3.47
2715,scare,laugh,0.66
2716,plead,help,0.66
2717,excel,lead,4.65
2718,confuse,blur,4.81
2719,teach,explain,7.8
2720,take,vacate,1.83
2721,reap,jump,1.66
2722,need,use,2.49
2723,return,arrive,3.15
2724,slurp,swallow,4.48
2725,design,award,0.66
2726,follow,go,3.65
2727,drown,kill,4.81
2728,forget,deny,2.82
2729,help,refuse,0.5
2730,reach,strive,6.47
2731,tread,float,3.32
2732,destroy,hurt,5.64
2733,catch,find,3.98
2734,sell,suggest,2.66
2735,talk,announce,6.14
2736,deposit,slip,2.66
2737,play,set,1
2738,renounce,insult,3.15
2739,irritate,rub,3.49
2740,tease,hurt,3.98
2741,perish,starve,5.98
2742,attach,fix,4.65
2743,squeal,jerk,1.49
2744,exist,perish,0.83
2745,flow,go,5.31
2746,leave,shun,5.48
2747,forget,think,0.33
2748,disprove,deny,4.15
2749,engage,meet,4.48
2750,lower,diminish,6.64
2751,tread,move,3.49
2752,learn,retain,2.82
2753,clarify,repeat,5.48
2754,retreat,escape,7.47
2755,urge,recommend,5.48
2756,do,obey,3.47
2757,feel,taste,1.16
2758,graze,roam,5.48
2759,annoy,disgust,4.65
2760,invent,originate,5.81
2761,use,waste,2.66
2762,pardon,grant,3.65
2763,wash,fade,1.83
2764,transplant,change,4.23
2765,mend,repair,9.3
2766,convince,win,2.16
2767,wash,spray,4.65
2768,collect,organize,5.31
2769,hit,crash,6.31
2770,repress,shut,5.81
2771,smash,shatter,8.13
2772,fly,flee,3.49
2773,choose,determine,7.47
2774,receive,accept,6.31
2775,evacuate,remove,5.48
2776,wear,remove,1.49
2777,give,unload,2.16
2778,lie,justify,1.83
2779,shoot,hurt,5.31
2780,squeeze,cuddle,5.31
2781,croak,cough,2.32
2782,stand,rise,6.81
2783,scold,blame,6.19
2784,laugh,hoot,5.98
2785,steal,give,0.66
2786,rub,feel,5.64
2787,enjoy,amuse,6.14
2788,gather,obtain,6.31
2789,hate,adore,0.5
2790,carry,help,3.15
2791,accuse,insult,3.92
2792,frustrate,discourage,4.15
2793,dare,accept,1.16
2794,bumble,fall,6.47
2795,play,fight,3.49
2796,sew,attach,7.14
2797,hold,touch,6.31
2798,fade,disintegrate,4.32
2799,strain,release,2.66
2800,organize,fix,3.32
2801,blend,combine,8.47
2802,hike,hitch,1.33
2803,attract,catch,2.82
2804,taste,try,4.81
2805,wait,sit,2.99
2806,wag,wiggle,6.81
2807,rob,destroy,1.49
2808,accomplish,conquer,5.31
2809,toss,flip,6.81
2810,meet,visit,7.3
2811,reject,condemn,7.47
2812,protect,hide,4.65
2813,shun,disown,6.97
2814,bend,angle,6.64
2815,rebel,obey,0.33
2816,discuss,explain,7.14
2817,mix,dissolve,5.81
2818,burn,crash,1.99
2819,release,obtain,1.66
2820,adjourn,start,1.49
2821,pour,drain,4.81
2822,disperse,collect,0.83
2823,disappear,remove,5.64
2824,avoid,reject,3.32
2825,walk,shuffle,5.31
2826,doubt,know,1
2827,strive,want,5.15
2828,defeat,fail,2.49
2829,speak,acknowledge,5.31
2830,get,go,0.66
2831,gather,compose,2.66
2832,sway,swoon,4.07
2833,reel,turn,3.82
2834,inquire,think,5.81
2835,think,recall,6.64
2836,leave,detach,2.99
2837,scream,kick,1.99
2838,aim,look,2.82
2839,listen,concentrate,4.98
2840,like,disgust,0.33
2841,desire,hope,6.81
2842,practice,dance,0.91
2843,drip,spill,4.98
2844,deliver,get,1.99
2845,holler,call,7.3
2846,fly,drive,0.83
2847,fill,dig,0.17
2848,mend,bend,1.16
2849,raise,ascend,7.8
2850,hurt,pluck,1.49
2851,change,renounce,3.82
2852,control,steer,7.14
2853,start,develop,5.64
2854,allow,reject,0.17
2855,dislike,discourage,3.65
2856,believe,think,5.15
2857,accomplish,become,3.98
2858,give,allow,4.65
2859,separate,join,0.33
2860,embarrass,flutter,1.49
2861,select,elect,5.15
2862,write,say,2.49
2863,dismiss,allow,2.49
2864,call,listen,1.99
2865,go,pause,0.66
2866,advise,inform,6.47
2867,sneak,scare,2.32
2868,hear,whisper,1.66
2869,teach,give,4.15
2870,urge,hurry,3.98
2871,reach,achieve,5.81
2872,sweat,relax,0.17
2873,come,join,4.98
2874,fight,hate,3.32
2875,lie,rationalize,2.49
2876,be,do,0.83
2877,lick,dip,1
2878,loosen,relax,7.14
2879,flex,lift,3.32
2880,learn,confuse,0.66
2881,perceive,assume,5.15
2882,stop,drive,0
2883,seize,catch,4.65
2884,receive,earn,6.47
2885,disperse,release,6.14
2886,put,hang,1.96
2887,repress,forbid,6.14
2888,sway,bend,4.98
2889,scare,cry,0.33
2890,attack,seize,4.32
2891,hold,pause,5.98
2892,fail,triumph,0.83
2893,overcome,beat,7.64
2894,shun,hide,3.32
2895,sell,disown,2.32
2896,bite,fight,4.15
2897,relax,rub,5.48
2898,disintegrate,demolish,4.38
2899,prove,explain,5.98
2900,bite,attack,4.48
2901,enrage,engage,1.66
2902,advise,notify,7.97
2903,scream,hoot,4.48
2904,steal,keep,3.32
2905,attack,engage,4.83
2906,frustrate,disappoint,3.82
2907,help,prepare,5.64
2908,borrow,keep,1.16
2909,disallow,reject,6.81
2910,lose,obtain,0.33
2911,grow,rise,5.48
2912,fail,fall,2.99
2913,create,do,5.31
2914,disperse,gather,1.33
2915,throw,overpower,3.15
2916,disintegrate,erode,6.04
2917,grate,annoy,6.47
2918,run,strive,2.32
2919,believe,agree,3.15
2920,frustrate,overwhelm,5.15
2921,concern,dismay,3.98
2922,claim,accuse,3.98
2923,scratch,pick,4.32
2924,perish,dissolve,3.49
2925,hear,talk,1.99
2926,address,talk,5.98
2927,be,live,6.31
2928,accept,like,6.14
2929,join,add,6.81
2930,associate,know,6.64
2931,hate,annihilate,2.99
2932,predict,determine,4.48
2933,catch,grab,3.32
2934,attempt,do,5.81
2935,dash,walk,4.48
2936,rip,fold,0.83
2937,direct,aim,7.47
2938,refrain,wait,6.31
2939,pick,analyze,2.66
2940,remove,release,4.48
2941,wipe,rub,7.64
2942,beat,strike,6.14
2943,decompose,disintegrate,7.64
2944,die,grow,0
2945,find,escape,0.66
2946,search,strip,1.66
2947,hit,throw,2.82
2948,reproduce,recycle,4.81
2949,release,squeeze,1.21
2950,diminish,increase,1.33
2951,examine,see,7.7
2952,throw,aim,4.15
2953,get,buy,7.14
2954,toast,cook,4.98
2955,climb,rise,8.3
2956,search,examine,7.97
2957,return,recycle,3.49
2958,disprove,hate,2.99
2959,rearrange,scramble,7.3
2960,engage,fight,4.48
2961,have,earn,2.66
2962,restore,receive,1.49
2963,depart,fly,2.82
2964,earn,pay,0.91
2965,nag,yell,4.15
2966,get,keep,5.58
2967,condemn,renounce,5.48
2968,slice,chop,7.3
2969,sting,burn,5.15
2970,borrow,dig,1.99
2971,bend,move,3.02
2972,degrade,criticize,6.31
2973,deteriorate,fall,1.66
2974,pull,shove,1.99
2975,whistle,hoot,4.81
2976,suppose,predict,5.81
2977,disown,ban,2.99
2978,drench,quench,3.65
2979,disappear,decompose,5.28
2980,worry,waste,0.83
2981,write,talk,1.66
2982,sue,pay,2.16
2983,laugh,cough,0.45
2984,justify,believe,3.15
2985,kidnap,snatch,7.14
2986,grind,chop,2.49
2987,earn,yearn,0.91
2988,waste,disintegrate,2.66
2989,separate,organize,6.14
2990,upset,overwhelm,4.81
2991,start,create,3.32
2992,create,decorate,3.15
2993,add,build,4.65
2994,protect,hurt,0
2995,forgive,excuse,6.97
2996,prosper,fail,0.5
2997,defeat,overwhelm,5.31
2998,find,attract,2.16
2999,think,talk,1.66
3000,cheat,win,1
3001,attend,help,4.81
3002,mistreat,hit,3.15
3003,grant,aid,5.64
3004,discourage,beat,3.82
3005,persuade,control,4.65
3006,overcome,try,5.64
3007,boom,hum,1
3008,tear,remove,3.65
3009,incline,press,2.41
3010,clarify,help,6.14
3011,determine,try,3.15
3012,rescue,find,7.14
3013,urge,tell,3.82
3014,acknowledge,perceive,2.49
3015,pause,reflect,4.15
3016,overcome,fail,0.17
3017,practice,do,5.48
3018,do,forbid,0.33
3019,surprise,celebrate,3.32
3020,treat,surprise,3.15
3021,earn,respect,2.32
3022,finish,do,4.07
3023,remember,learn,4.32
3024,kill,punish,2.82
3025,call,need,2.49
3026,break,erode,4.81
3027,accept,forgive,3.65
3028,yearn,ache,6.97
3029,understand,evaluate,3.49
3030,touch,hug,3.65
3031,grasp,release,0
3032,deny,repress,6.14
3033,hate,damn,5.81
3034,hesitate,go,0.66
3035,break,build,0.83
3036,wear,use,4.98
3037,accept,give,0.5
3038,block,stop,8.47
3039,wander,leave,3.49
3040,keep,hide,2.82
3041,spawn,reproduce,6.97
3042,tow,follow,2.99
3043,replace,add,2.16
3044,accelerate,go,6.97
3045,yell,speak,4.48
3046,dismay,worry,5.15
3047,solve,discover,3.15
3048,give,retain,1.16
3049,reject,leave,5.98
3050,warn,forbid,3.15
3051,connect,combine,6.14
3052,decompose,degrade,6.47
3053,hurt,degrade,5.64
3054,request,reply,1.16
3055,drive,drink,0.5
3056,hate,swear,2.49
3057,attack,capture,3.32
3058,request,beg,5.64
3059,want,claim,2.66
3060,stay,roam,0.66
3061,lose,get,1.49
3062,leave,veer,2.49
3063,steal,usurp,4.32
3064,run,bound,6.31
3065,sit,comfort,3.15
3066,dissolve,fade,6.19
3067,do,command,1.33
3068,search,lose,1.16
3069,whisper,tell,4.32
3070,pluck,duck,0.5
3071,recommend,guess,1.83
3072,produce,stamp,1
3073,bound,correct,0.17
3074,blush,obey,0.33
3075,presume,strain,0.83
3076,read,exchange,0.91
3077,sew,convince,0.5
3078,teach,graduate,2.82
3079,hide,swim,0.33
3080,acquire,tear,0.66
3081,inhale,glide,1
3082,leap,struggle,0.91
3083,assume,tumble,0.5
3084,clench,aid,2.16
3085,ask,attempt,3.15
3086,graduate,relax,0.83
3087,appear,command,0.5
3088,drip,adore,0.33
3089,glide,please,1.49
3090,allow,erode,0.66
3091,confess,aggravate,1
3092,miss,cook,0.17
3093,inquire,pull,1
3094,scold,kneel,0.83
3095,sow,find,0.83
3096,refuse,flex,0.17
3097,press,compound,6.64
3098,fade,rescue,0.83
3099,perish,sob,2.49
3100,remind,graduate,0.17
3101,educate,pray,0.33
3102,lower,bumble,0.33
3103,hop,gamble,0.83
3104,remember,gain,1.33
3105,mean,ascend,1.99
3106,drip,urge,1.16
3107,stink,define,1
3108,kill,foil,1.16
3109,stumble,freeze,0.83
3110,appear,blush,2.16
3111,carry,guess,1.33
3112,read,bite,0.17
3113,gamble,hug,0.83
3114,gain,operate,1.16
3115,breathe,slice,0.66
3116,weave,guess,1.66
3117,shrink,snore,0
3118,hang,complain,1
3119,yield,aid,2.99
3120,wipe,lead,0.17
3121,accumulate,toss,1.49
3122,evaluate,sway,1
3123,despise,charge,0.66
3124,bake,understand,0.66
3125,beg,spread,0.5
3126,tie,scratch,0.83
3127,lend,sting,0
3128,hope,design,0.83
3129,amaze,separate,0.83
3130,suspect,turn,1.16
3131,speak,deny,1.66
3132,fling,diminish,0.83
3133,shut,find,0.83
3134,drift,slurp,1.33
3135,marry,adjourn,1.49
3136,convince,slither,1.33
3137,smoke,forgive,0.33
3138,fly,cuddle,0.33
3139,drench,reduce,1
3140,admire,hop,0.83
3141,shoot,inspect,0.17
3142,prohibit,hide,1.99
3143,bleach,acknowledge,0.3
3144,discourage,finish,0.5
3145,collect,please,0.5
3146,move,humiliate,0.33
3147,prohibit,glare,0.66
3148,update,tear,0.5
3149,drink,raise,0.66
3150,swoon,reply,1.16
3151,drive,breed,0
3152,print,ignore,0.33
3153,polish,inform,0.5
3154,attend,argue,1.16
3155,mix,buy,0.83
3156,flush,suppose,1
3157,visit,giggle,0
3158,guess,prepare,1.83
3159,aid,announce,0.83
3160,wrap,swap,0.17
3161,buzz,sew,0.66
3162,cry,cheat,0.17
3163,pinch,drive,0.17
3164,skip,dislike,0.83
3165,mow,dare,1.16
3166,explain,mow,0.15
3167,obey,permit,1.33
3168,enter,kick,0.33
3169,demand,suck,0.33
3170,replace,explain,0.33
3171,lounge,freeze,0.5
3172,inhale,feed,1.66
3173,crunch,permit,0.66
3174,disappear,earn,0.5
3175,say,poise,3.15
3176,deteriorate,wipe,0.83
3177,prick,splash,1.49
3178,spray,attempt,0.66
3179,fold,request,0.66
3180,release,diminish,1.83
3181,haunt,define,0.83
3182,clarify,worry,0.33
3183,defeat,trim,0.66
3184,wander,change,1.16
3185,rebel,seek,1.49
3186,avoid,spray,0.83
3187,correct,disintegrate,0
3188,disbelieve,travel,0.17
3189,boom,obtain,0.17
3190,listen,seek,2.82
3191,refuse,slide,0.45
3192,foil,strain,2.66
3193,fold,inform,1
3194,print,rip,0.66
3195,hear,pretend,0.33
3196,embrace,make,2.49
3197,announce,crush,0.66
3198,educate,barter,1.33
3199,fit,integrate,4.81
3200,enjoy,start,0.5
3201,squeeze,dash,1.16
3202,lead,confuse,0.66
3203,fail,rely,1
3204,nag,roam,0.33
3205,smell,remove,1
3206,upset,deteriorate,2.66
3207,set,swim,0.5
3208,attack,disgust,0.5
3209,return,clarify,0.66
3210,depend,forbid,1.66
3211,throw,adjourn,1.49
3212,chase,giggle,0.66
3213,taste,rearrange,0.5
3214,integrate,erode,0.83
3215,roam,draw,0.5
3216,awake,kneel,0.5
3217,develop,search,3.65
3218,erupt,write,1
3219,grasp,deposit,0.17
3220,despise,prove,1
3221,calculate,sneak,1.16
3222,offend,loosen,0.5
3223,solve,lend,1.66
3224,flip,scribble,1.16
3225,swallow,rip,0.83
3226,guess,jump,0.83
3227,excel,loosen,1.49
3228,tap,abduct,0.5
3229,dare,acknowledge,1.99
3230,interrupt,push,1.66
3231,choke,succeed,0
3232,cook,lose,1.16
3233,wait,decay,1.33
3234,squeak,guess,0.66
3235,tie,become,0.83
3236,dare,reap,3.32
3237,laugh,try,1.66
3238,survive,heal,3.82
3239,appear,evacuate,1.16
3240,annihilate,flee,0.17
